char	slot	match	score
靼	0	旺	0.9649
冑	0	嵩	0.9655
惇	0	清	0.9700
絃	0	弦	0.9701
诛	0	狭	0.9740
彤	0	形	0.9654
戟	0	战	0.9817
嬌	4	婦	0.9737
椭	0	酢	0.9709
瑕	0	暇	0.9728
畷	0	麟	0.9562
腥	1	膳	0.9617
槿	0	權	0.9801
煞	0	熟	0.9728
駱	2	騒	0.9635
鹸	1	齡	0.9772
杞	0	杭	0.9647
賂	2	路	0.9782
酌	1	酢	0.9604
泪	0	泊	0.9715
莆	0	审	0.9688
鋸	3	錦	0.9794
錮	0	銅	0.9814
莓	0	崔	0.9616
褚	1	诸	0.9718
倦	0	卷	0.9659
疯	1	郊	0.9632
攬	0	曉	0.9644
栈	0	找	0.9742
悍	1	悼	0.9734
贩	0	版	0.9729
訣	0	辣	0.9645
姥	0	好	0.9735
鑰	0	输	0.9680
嘯	0	掘	0.9680
懋	1	橙	0.9687
淤	0	於	0.9658
蔥	0	擦	0.9586
陋	0	兩	0.9655
穢	1	碳	0.9617
荏	0	在	0.9657
豁	0	翰	0.9615
轿	0	矮	0.9717
陡	0	防	0.9589
乖	0	射	0.9625
瞞	0	蹄	0.9632
潑	1	發	0.9828
詛	0	唱	0.9471
裘	0	装	0.9753
驼	0	纪	0.9701
枫	0	椒	0.9681
鮭	0	鮮	0.9710
贅	1	贊	0.9845
毯	0	談	0.9332
侏	1	侠	0.9780
钞	0	妙	0.9724
琰	0	谈	0.9734
讷	0	纳	0.9736
悶	0	閲	0.9790
鑿	1	繫	0.9556
瓯	0	脑	0.9698
赌	2	彻	0.9642
釉	1	袖	0.9734
隴	1	網	0.9681
鸚	0	鹤	0.9534
椋	1	棕	0.9876
敞	0	敵	0.9788
贿	3	彻	0.9641
攪	0	覽	0.9618
昴	0	昂	0.9643
亢	0	九	0.9442
钩	0	像	0.9666
埗	0	步	0.9723
镑	0	镜	0.9603
驿	0	怪	0.9725
埕	1	埠	0.9648
蒔	0	韩	0.9714
諺	0	襲	0.9453
唸	1	验	0.9489
皂	0	宅	0.9598
頤	0	距	0.9734
撼	0	據	0.9650
暱	0	曜	0.9724
楞	2	模	0.9685
竖	0	座	0.9606
镶	0	儀	0.9614
绒	0	续	0.9701
烂	1	尝	0.9585
飴	0	節	0.9775
坍	0	堺	0.9749
嫔	1	嫁	0.9726
缆	0	绩	0.9695
饅	1	鑑	0.9654
驛	1	駐	0.9692
硼	2	醐	0.9687
枣	0	麥	0.9552
烘	0	供	0.9712
濮	0	瀧	0.9682
艳	0	把	0.9565
闹	0	祠	0.9675
拮	1	措	0.9793
淄	1	滝	0.9662
簾	0	篤	0.9667
羟	1	轻	0.9623
谍	1	碟	0.9784
铉	0	宏	0.9696
伞	0	令	0.9660
凋	0	调	0.9769
哮	0	域	0.9668
綸	0	論	0.9693
樵	0	椎	0.9812
嘔	0	區	0.9649
弛	2	牠	0.9757
痙	0	遠	0.9524
攣	1	變	0.9620
槇	2	樣	0.9746
筠	0	筑	0.9652
肴	1	希	0.9844
柩	1	根	0.9786
甬	0	涌	0.9652
袴	2	粹	0.9781
竄	0	鼠	0.9742
荫	1	萌	0.9648
钥	0	银	0.9627
绎	0	経	0.9808
兑	0	兒	0.9620
妒	1	妨	0.9757
彧	0	践	0.9661
偃	0	假	0.9617
鉅	0	錐	0.9623
橢	1	榎	0.9707
遏	0	還	0.9667
烦	1	项	0.9723
皐	0	暑	0.9639
梳	3	樣	0.9751
湄	0	循	0.9706
慄	0	课	0.9726
戳	0	截	0.9672
竈	2	龍	0.9545
鹉	1	暢	0.9607
僻	0	辟	0.9650
鉉	1	弦	0.9692
骆	0	絡	0.9777
圃	1	围	0.9749
垢	1	斯	0.9664
皈	0	販	0.9775
谕	1	偷	0.9798
軾	1	賦	0.9576
廁	0	側	0.9596
沐	0	汰	0.9706
榔	2	概	0.9727
鞨	0	静	0.9682
噺	0	新	0.9679
靺	2	珠	0.9661
孺	1	儒	0.9622
泾	0	沒	0.9606
笃	1	驾	0.9592
鄴	0	郑	0.9680
鰐	0	艦	0.9691
鰻	2	鑑	0.9683
漑	3	淑	0.9659
艶	0	體	0.9504
靶	0	甥	0.9607
鉀	1	銀	0.9637
嬴	1	贏	0.9706
贄	0	費	0.9775
鈺	4	錦	0.9642
恺	0	情	0.9585
惱	0	腦	0.9608
蜡	2	措	0.9756
韮	0	韭	0.9640
炫	1	宏	0.9749
芮	0	齿	0.9664
囃	1	雅	0.9651
羯	0	翔	0.9754
谟	1	漠	0.9814
誹	0	啡	0.9646
轢	0	藥	0.9688
恤	0	帕	0.9567
煬	1	陽	0.9646
鰓	1	艦	0.9616
舫	0	航	0.9814
苅	0	対	0.9859
篭	1	冀	0.9594
羨	1	豪	0.9562
鲨	1	響	0.9570
峪	0	临	0.9568
帧	0	幌	0.9599
雏	0	誰	0.9749
咏	1	脉	0.9684
詫	0	諾	0.9734
謊	0	譜	0.9631
勻	2	勾	0.9620
峭	1	削	0.9677
絨	0	紋	0.9685
轅	1	較	0.9753
侬	0	依	0.9806
挾	1	拔	0.9689
斂	1	敘	0.9694
妆	1	姊	0.9736
祜	1	枯	0.9800
逵	0	達	0.9806
鄙	0	部	0.9613
鯛	1	駒	0.9666
絢	0	絶	0.9635
锤	0	鲜	0.9653
蕙	0	惠	0.9793
谏	0	練	0.9729
稙	0	植	0.9816
缠	1	编	0.9610
穣	2	穫	0.9768
茫	0	若	0.9668
莢	0	芙	0.9706
杷	0	祀	0.9695
砸	0	師	0.9582
邕	1	道	0.9429
昱	0	显	0.9767
篷	0	逢	0.9705
啄	1	塚	0.9605
撈	0	撲	0.9557
頡	1	頓	0.9760
龔	0	擊	0.9691
圀	0	國	0.9698
儉	1	鈴	0.9707
豈	0	堂	0.9589
餾	1	館	0.9715
饿	2	稜	0.9736
瑋	1	璋	0.9829
吵	0	抄	0.9695
聆	0	玲	0.9723
铀	0	轴	0.9835
魄	0	晚	0.9687
孢	2	砲	0.9745
藁	1	囊	0.9608
陞	0	阵	0.9664
沱	0	老	0.9587
俭	2	验	0.9626
吼	0	配	0.9520
绅	1	紳	0.9727
墊	0	塾	0.9714
掖	0	夜	0.9718
氹	0	砂	0.9446
笏	1	湯	0.9562
苞	1	色	0.9529
晟	1	晃	0.9633
洼	0	注	0.9746
臀	1	臂	0.9651
捆	1	和	0.9697
沓	0	省	0.9611
炙	1	炎	0.9620
盼	0	扮	0.9534
媳	0	煌	0.9677
摯	1	塾	0.9685
誡	0	誠	0.9763
讳	0	诗	0.9793
幂	0	幕	0.9678
鑲	1	鐵	0.9723
扈	0	厦	0.9635
瀉	0	潟	0.9852
聾	2	臂	0.9540
饑	0	磯	0.9801
躬	2	窄	0.9736
頬	0	頗	0.9843
凛	1	漂	0.9601
鋰	3	舗	0.9725
锂	0	铺	0.9745
唔	2	酷	0.9654
愍	1	感	0.9628
扯	1	址	0.9877
竪	0	堅	0.9695
篩	5	錦	0.9797
鈕	0	錯	0.9709
鎚	0	錫	0.9611
喃	0	南	0.9643
珈	0	咖	0.9727
蝉	0	轉	0.9662
鰂	2	駒	0.9622
侃	0	促	0.9604
缮	0	緯	0.9679
翊	1	翔	0.9679
擄	1	擔	0.9629
蕪	0	樺	0.9546
滄	0	倉	0.9646
霉	0	翼	0.9606
垫	2	塾	0.9718
婭	1	硝	0.9652
箴	1	燈	0.9663
茸	1	萬	0.9655
瞰	3	麺	0.9651
汙	1	汗	0.9920
颐	0	顿	0.9648
僖	0	偉	0.9788
鄱	0	都	0.9685
醚	0	豫	0.9611
闕	1	閱	0.9711
鞆	0	離	0.9610
丐	0	号	0.9624
耻	2	址	0.9612
谅	0	凉	0.9842
鳞	1	磷	0.9690
砷	1	神	0.9741
訃	0	卦	0.9501
鎳	0	鎖	0.9798
恬	0	话	0.9747
甕	1	翼	0.9660
疵	0	庇	0.9777
軋	0	軌	0.9588
鳍	2	编	0.9716
叮	0	町	0.9675
扔	0	択	0.9671
捗	0	歩	0.9558
璇	0	锡	0.9622
璐	3	路	0.9749
郸	3	郡	0.9715
葆	0	菊	0.9744
邉	0	邊	0.9810
祓	0	效	0.9706
稗	1	稚	0.9776
勛	2	勘	0.9594
啸	0	肃	0.9757
枇	0	批	0.9725
毙	0	能	0.9642
焙	0	烷	0.9698
臆	3	尉	0.9651
赎	1	勃	0.9601
拦	1	半	0.9590
栅	0	柵	0.9826
粽	2	棕	0.9823
龚	0	袭	0.9628
瞑	1	晴	0.9680
诈	2	许	0.9805
壶	0	害	0.9513
帷	0	雌	0.9703
愧	1	惯	0.9700
绰	2	葛	0.9678
襖	1	澳	0.9674
塹	0	暫	0.9628
蝋	1	賊	0.9613
钊	3	钟	0.9701
剋	1	起	0.9491
孀	1	權	0.9695
懺	2	繊	0.9659
扳	0	坂	0.9833
渲	0	漳	0.9717
濂	1	嫌	0.9708
诵	1	涌	0.9788
錒	1	編	0.9569
宥	0	有	0.9759
愕	0	慢	0.9709
晖	2	挥	0.9699
饗	0	餐	0.9751
楨	1	植	0.9786
琮	1	掠	0.9793
錆	2	鎮	0.9789
纱	0	紗	0.9733
螂	1	卿	0.9640
梟	1	桌	0.9657
浒	3	许	0.9770
戛	0	夏	0.9633
涪	0	淳	0.9690
傻	1	俊	0.9713
饋	0	續	0.9771
筍	0	简	0.9597
掻	0	择	0.9685
裤	2	禄	0.9648
鈦	0	鉄	0.9801
靭	0	勒	0.9762
灑	0	麗	0.9769
疽	0	唐	0.9578
痩	1	度	0.9677
侑	0	佑	0.9747
槙	1	棋	0.9803
涿	1	湊	0.9538
粲	1	樂	0.9726
儁	1	儀	0.9662
覗	0	閒	0.9544
詭	3	龍	0.9592
貂	0	绍	0.9656
绛	0	络	0.9792
駝	1	潤	0.9506
柜	0	桓	0.9815
綢	2	網	0.9815
釷	2	針	0.9846
咋	2	酢	0.9659
羧	0	选	0.9623
燮	0	忽	0.9594
夙	0	凤	0.9605
獠	0	猴	0.9682
箋	0	笔	0.9508
冢	0	家	0.9653
畲	0	禽	0.9704
亏	1	号	0.9544
悄	0	怕	0.9704
殭	0	礦	0.9636
磊	0	碍	0.9707
丫	0	了	0.9304
卍	0	臼	0.9567
菟	0	兔	0.9603
蠢	0	奮	0.9652
兮	1	令	0.9456
囑	0	屬	0.9706
撓	2	擇	0.9639
滔	1	浮	0.9696
簇	0	筋	0.9709
蛤	0	恰	0.9687
隍	0	障	0.9557
嗚	4	鳴	0.9865
轎	1	静	0.9628
鉑	0	銷	0.9756
陌	0	阳	0.9791
瘧	0	虐	0.9758
彿	0	沸	0.9789
潍	0	维	0.9768
谜	0	继	0.9652
鵑	4	龍	0.9707
峇	0	崙	0.9690
迺	0	退	0.9614
邳	1	邪	0.9721
郢	4	郡	0.9649
阱	0	拼	0.9596
筈	0	箕	0.9702
闐	0	闇	0.9678
攏	0	擅	0.9674
萼	1	崇	0.9540
靳	0	斬	0.9710
拂	0	捕	0.9615
襯	1	槻	0.9679
驤	2	駐	0.9571
咄	0	出	0.9591
瀚	1	舒	0.9710
飘	0	舰	0.9492
瘡	0	蔭	0.9650
踩	0	採	0.9772
骏	0	竣	0.9708
烙	1	洛	0.9746
霑	3	窄	0.9663
悌	1	悔	0.9733
瑁	2	捐	0.9637
偲	1	偶	0.9658
恣	0	资	0.9630
狡	1	效	0.9721
氐	0	氏	0.9838
烽	3	烯	0.9733
泓	0	冯	0.9671
璞	1	撲	0.9872
跆	0	踏	0.9704
闍	0	開	0.9800
陂	0	波	0.9656
焊	5	婦	0.9720
膵	0	藤	0.9657
晁	1	退	0.9576
暈	0	量	0.9717
叭	0	呎	0.9476
筛	0	硕	0.9649
鴿	3	鎮	0.9691
凪	0	凰	0.9495
吡	0	毗	0.9744
桀	1	染	0.9773
腱	0	遇	0.9668
鹃	0	顕	0.9596
蒿	1	嵩	0.9841
熏	0	黒	0.9695
瓮	0	瓷	0.9631
蔔	0	萄	0.9678
轼	1	试	0.9667
岷	1	帳	0.9675
掾	1	據	0.9694
毆	0	歐	0.9659
膺	0	膚	0.9734
愷	1	情	0.9723
鏑	6	錦	0.9797
驯	0	则	0.9609
昶	0	视	0.9735
耦	2	顆	0.9724
郃	0	鄧	0.9658
颶	0	题	0.9538
鲤	1	雖	0.9644
濬	0	溶	0.9752
簒	1	纂	0.9821
堃	3	塾	0.9512
茗	1	若	0.9611
闯	0	圆	0.9571
剎	1	剂	0.9716
寢	0	寝	0.9686
狠	0	狼	0.9869
誣	2	榎	0.9608
俑	2	偶	0.9665
菠	1	波	0.9670
韜	1	鹤	0.9691
骂	2	驾	0.9596
蠣	1	騙	0.9707
鎬	7	錦	0.9729
铯	0	绝	0.9705
砧	2	硝	0.9728
缉	0	纽	0.9746
膣	2	膳	0.9773
剔	1	場	0.9664
氓	0	既	0.9618
溧	1	课	0.9751
韬	1	揺	0.9816
倘	0	尚	0.9576
掷	1	郑	0.9673
籬	1	鮮	0.9650
啶	0	喷	0.9696
蟾	2	擔	0.9763
錨	1	錯	0.9817
歎	0	欺	0.9726
潢	0	演	0.9841
蠕	0	歸	0.9682
躇	1	躍	0.9727
昕	0	听	0.9864
躺	0	谢	0.9703
钉	0	针	0.9663
瓢	0	弧	0.9615
绞	1	统	0.9727
軀	1	贈	0.9717
晝	1	書	0.9882
筲	0	得	0.9677
诃	0	河	0.9753
匁	0	奴	0.9556
糙	1	糕	0.9683
齣	1	赠	0.9648
薗	0	園	0.9533
褶	0	禧	0.9696
曦	0	讓	0.9626
劭	0	邵	0.9616
吓	0	即	0.9652
咐	1	谢	0.9605
溼	1	澄	0.9671
癮	0	隱	0.9450
缚	3	縛	0.9776
菰	1	赦	0.9608
鳄	0	逼	0.9684
叟	1	曼	0.9603
荧	0	炭	0.9644
鍍	0	鍛	0.9704
钮	1	辑	0.9705
呀	0	恨	0.9655
洮	0	兆	0.9685
瀞	1	犠	0.9690
俟	0	矣	0.9695
忻	0	仇	0.9685
柊	1	松	0.9656
袜	0	株	0.9770
歆	0	歇	0.9736
覓	0	質	0.9607
馈	0	慌	0.9625
岂	0	邑	0.9477
巒	0	戀	0.9620
搗	0	攜	0.9773
燊	1	築	0.9713
疟	1	症	0.9623
祟	2	崇	0.9866
鹊	0	韻	0.9654
匆	0	奶	0.9688
惕	2	場	0.9718
聳	0	争	0.9598
鑫	1	禽	0.9510
倆	1	僑	0.9464
徊	0	何	0.9759
徘	0	俳	0.9793
偈	1	得	0.9728
婕	0	連	0.9742
繭	0	崗	0.9565
躊	1	割	0.9531
锑	2	锦	0.9699
馥	0	擬	0.9695
氙	3	氧	0.9706
玺	0	窒	0.9527
皝	1	趙	0.9630
驴	0	妮	0.9644
氡	1	氢	0.9737
稟	2	桌	0.9724
訝	0	訴	0.9629
阙	1	阅	0.9645
鯱	3	駒	0.9581
孛	1	寺	0.9719
鳌	1	擎	0.9724
亳	0	毫	0.9838
崧	2	棒	0.9647
顽	0	顶	0.9691
痰	1	談	0.9544
羈	0	覇	0.9632
蜃	1	蛋	0.9684
蠶	2	翼	0.9564
眩	0	転	0.9669
徨	1	偉	0.9699
洙	1	朱	0.9757
薑	0	畫	0.9706
讒	1	譜	0.9556
柝	1	析	0.9838
麽	2	嫁	0.9687
妤	1	好	0.9844
巍	0	魏	0.9729
陨	1	题	0.9598
骄	3	稜	0.9730
鬍	0	護	0.9508
塙	0	搞	0.9863
燻	0	勲	0.9655
迥	0	迴	0.9789
鸮	0	遗	0.9495
嚆	5	龍	0.9602
訥	0	剩	0.9612
駭	0	骸	0.9701
摹	0	募	0.9767
耍	0	要	0.9854
鞑	0	横	0.9630
黯	3	網	0.9654
靚	1	觀	0.9656
鸠	0	鳩	0.9681
筏	0	袋	0.9658
嫦	1	嫡	0.9765
鑭	0	鋼	0.9702
佟	0	冬	0.9648
珲	3	挥	0.9804
蟠	1	播	0.9812
颅	1	硕	0.9634
鱷	1	驅	0.9418
劈	0	赞	0.9523
夔	2	變	0.9578
屁	1	庇	0.9773
蝸	1	堀	0.9598
猥	1	獨	0.9725
洸	0	洗	0.9725
玟	1	戎	0.9699
遐	0	避	0.9733
酗	1	脑	0.9700
馏	0	溜	0.9692
刁	0	习	0.9549
圩	0	打	0.9685
孽	0	芒	0.9599
籽	3	粹	0.9776
蜴	2	暢	0.9727
麝	0	爆	0.9630
扼	0	厄	0.9583
棗	0	萊	0.9623
睾	0	宰	0.9599
蛟	1	战	0.9661
輾	0	鞭	0.9685
逅	0	近	0.9624
邂	1	避	0.9714
韃	1	键	0.9595
摊	0	滩	0.9757
旌	0	旗	0.9719
鍬	0	欽	0.9633
髏	2	購	0.9618
殯	1	漫	0.9713
巔	0	醇	0.9663
慷	0	康	0.9722
樁	1	椿	0.9829
釗	0	剣	0.9690
粱	0	梁	0.9872
俚	3	偶	0.9648
兗	1	齊	0.9515
汛	0	讯	0.9813
嶄	1	斬	0.9635
熄	1	鳩	0.9766
鹭	0	鬱	0.9595
寞	0	莫	0.9676
焘	0	寿	0.9640
璟	2	璋	0.9770
磋	1	確	0.9694
佼	2	侠	0.9617
筷	0	絞	0.9710
裟	0	裂	0.9658
镁	1	缺	0.9661
雒	1	錐	0.9715
鹘	1	疆	0.9610
癱	0	灘	0.9699
膿	1	臟	0.9699
霰	0	覆	0.9570
殤	0	傷	0.9624
瑣	0	填	0.9797
蚁	1	政	0.9661
榭	2	棋	0.9736
澁	2	惹	0.9690
俐	1	桁	0.9716
捞	0	嵌	0.9597
漣	1	連	0.9754
笋	2	等	0.9605
莺	1	菩	0.9521
衮	0	変	0.9723
谬	2	遊	0.9578
炀	0	汤	0.9677
餉	0	飼	0.9812
髻	0	嘗	0.9589
颍	0	颇	0.9719
洱	0	俱	0.9643
珥	0	耳	0.9644
貳	0	厚	0.9425
韌	0	勤	0.9586
骰	0	設	0.9639
岚	0	风	0.9525
斛	0	解	0.9738
蟄	0	蟹	0.9596
曠	2	騙	0.9770
檎	1	槍	0.9739
畸	0	崎	0.9707
翦	2	譜	0.9631
蠍	1	歇	0.9575
鋅	2	舒	0.9702
瑳	2	撲	0.9689
璜	3	璋	0.9761
艤	2	犠	0.9681
潞	4	路	0.9721
窘	0	暮	0.9743
赳	2	迪	0.9668
鏢	3	鑑	0.9766
冼	1	洗	0.9851
惶	2	情	0.9615
祗	2	祇	0.9900
蓑	1	募	0.9692
儂	2	濃	0.9699
诠	1	玲	0.9739
鎂	1	鉄	0.9731
鱒	1	礦	0.9663
揽	0	览	0.9678
栩	0	树	0.9756
淦	2	涂	0.9782
魎	0	鲍	0.9383
腭	1	膜	0.9704
谿	0	鶏	0.9616
锺	1	鍾	0.9724
嚼	2	禮	0.9708
薮	0	数	0.9613
虻	0	虹	0.9802
衬	1	树	0.9780
煜	1	慢	0.9681
脛	0	腔	0.9719
膩	2	臟	0.9617
妳	1	你	0.9751
彅	0	剪	0.9576
箪	3	等	0.9739
薈	0	蒼	0.9673
袈	1	架	0.9703
硯	0	視	0.9687
杠	1	杆	0.9806
洵	0	狗	0.9710
蓼	0	診	0.9472
麴	1	綾	0.9577
曬	2	驅	0.9627
瞎	0	睦	0.9675
豔	3	駐	0.9558
戡	1	戦	0.9721
栱	3	棋	0.9825
熬	1	熟	0.9728
燧	1	隧	0.9797
玳	0	代	0.9593
琬	1	婉	0.9733
鈹	2	鉄	0.9694
鸽	3	舒	0.9703
倹	0	険	0.9721
撇	0	搬	0.9738
榨	3	禄	0.9715
檄	0	嫩	0.9727
浬	1	涅	0.9701
锰	3	锦	0.9694
鰹	3	騒	0.9657
桨	2	染	0.9737
瀝	1	歷	0.9681
珞	5	路	0.9787
鵠	1	憩	0.9685
疱	0	宛	0.9638
贋	1	質	0.9579
棧	0	桜	0.9768
琐	1	预	0.9714
奭	0	喫	0.9527
弒	0	奔	0.9613
搁	1	摘	0.9646
漓	1	潜	0.9771
犍	2	键	0.9762
絮	2	繫	0.9647
跤	1	毀	0.9648
锻	0	般	0.9712
鳶	0	巻	0.9513
漩	1	旋	0.9623
吩	1	份	0.9641
歙	1	款	0.9646
褻	0	寒	0.9593
诬	0	巫	0.9784
貽	0	胎	0.9787
醴	0	醒	0.9738
瘓	0	疾	0.9761
紆	0	紅	0.9709
鴛	1	驚	0.9646
滁	0	除	0.9692
羡	2	豪	0.9549
蚩	0	黄	0.9690
娑	2	姿	0.9597
桢	1	杭	0.9729
烴	2	燈	0.9712
蓟	2	嫡	0.9648
雳	0	震	0.9605
堊	0	雪	0.9500
筵	0	遜	0.9740
籾	0	极	0.9698
繇	0	縣	0.9733
轶	0	铁	0.9838
镭	4	锦	0.9637
驢	3	騙	0.9573
懈	1	解	0.9659
踵	5	撞	0.9694
鵲	2	鴨	0.9741
砚	1	视	0.9750
磔	3	傑	0.9767
绶	2	缓	0.9865
辗	1	碑	0.9656
餵	2	銀	0.9682
澧	0	濫	0.9727
碌	1	祿	0.9878
镕	1	溶	0.9714
碉	1	调	0.9706
蛸	1	増	0.9701
呵	0	响	0.9713
棹	2	桿	0.9836
蠡	0	蜜	0.9494
飓	0	吸	0.9618
幀	2	帳	0.9678
恃	1	侍	0.9748
鶻	3	鴨	0.9706
嫂	2	娛	0.9765
曄	1	睡	0.9690
矚	4	騙	0.9586
碲	0	儲	0.9671
逞	0	追	0.9741
咆	1	跑	0.9684
嵇	0	橋	0.9706
蔦	0	鳥	0.9700
晕	1	暑	0.9654
甩	0	用	0.9708
腋	2	脑	0.9724
艋	2	艦	0.9656
蠅	4	鴨	0.9514
谎	1	慌	0.9763
镰	0	鎌	0.9749
卞	0	寸	0.9722
舺	0	棚	0.9737
薊	4	縛	0.9551
沭	0	游	0.9646
渺	1	砂	0.9637
碾	0	硬	0.9840
蜷	2	戦	0.9617
誥	0	詰	0.9812
顫	2	贈	0.9659
鯰	1	驗	0.9621
滦	0	深	0.9737
蔷	2	菩	0.9580
鍼	1	戲	0.9689
囉	0	匯	0.9670
寥	0	廖	0.9650
懶	0	賴	0.9811
抉	0	扶	0.9877
櫚	2	欄	0.9804
毬	0	逮	0.9651
澗	2	潤	0.9807
顗	1	頭	0.9864
娩	1	嫩	0.9705
翹	0	魁	0.9598
踞	1	跟	0.9637
閭	1	闇	0.9813
朧	0	調	0.9588
蛹	0	踊	0.9782
钵	0	苯	0.9713
憬	0	憶	0.9741
捌	2	谢	0.9571
蚵	1	両	0.9648
飪	1	蝕	0.9700
鼐	0	顯	0.9592
邺	0	邨	0.9552
鈷	3	針	0.9755
憚	1	禪	0.9719
桅	0	楊	0.9667
睢	1	唯	0.9741
秃	1	秀	0.9846
螳	0	强	0.9721
雹	1	覽	0.9558
煒	1	煌	0.9828
盂	0	孟	0.9747
镓	3	嫁	0.9736
糜	1	赞	0.9589
釵	1	叙	0.9692
飆	3	臟	0.9669
俏	0	偵	0.9667
诫	0	诚	0.9698
鋏	3	鉄	0.9748
尬	0	价	0.9614
錳	4	鎮	0.9689
崋	0	華	0.9630
翘	0	腿	0.9448
蹊	1	暖	0.9714
龛	2	禽	0.9626
湍	1	滞	0.9730
荥	0	泉	0.9631
贻	1	胎	0.9700
铲	1	镜	0.9619
峒	1	响	0.9706
紇	0	約	0.9613
韧	3	勘	0.9572
饪	0	任	0.9722
黴	0	徵	0.9665
妲	0	姐	0.9869
拇	2	摘	0.9725
钛	1	铁	0.9784
屎	1	尿	0.9648
秧	0	秩	0.9782
筱	2	俊	0.9726
蒯	0	臓	0.9660
髒	2	静	0.9636
羣	1	肇	0.9650
鐮	1	鎌	0.9839
鑾	3	變	0.9677
桦	0	枠	0.9758
涓	1	滑	0.9751
澈	0	徹	0.9732
紊	1	袋	0.9670
蚤	2	蛋	0.9666
鄺	0	勵	0.9588
骷	1	韩	0.9693
鼬	0	駛	0.9593
憫	1	耐	0.9623
槳	1	獎	0.9797
浣	1	淀	0.9763
蘑	0	磨	0.9798
嚮	0	箭	0.9640
涸	1	洞	0.9706
澡	1	藻	0.9750
燐	0	隣	0.9668
钡	0	锁	0.9693
锯	1	错	0.9705
拢	0	扰	0.9662
猾	0	猜	0.9788
睽	0	晓	0.9658
繍	1	繞	0.9732
莪	1	隷	0.9657
鴦	0	煮	0.9702
榻	0	橘	0.9737
窖	1	罕	0.9659
蹂	1	探	0.9705
鍮	1	输	0.9796
兖	1	究	0.9495
徠	1	救	0.9646
赚	0	廉	0.9598
遴	0	透	0.9651
弑	3	侠	0.9543
蚓	1	蛇	0.9649
袞	0	褒	0.9764
桩	0	梯	0.9776
邈	3	遊	0.9575
颯	1	風	0.9624
擂	3	擇	0.9711
旻	0	是	0.9683
贮	2	庇	0.9627
鍔	4	鑑	0.9723
壷	1	華	0.9604
覲	2	觀	0.9691
顱	0	顧	0.9725
抖	1	针	0.9632
掣	1	擊	0.9614
螞	4	麺	0.9627
蒨	2	偉	0.9648
郴	1	椒	0.9588
鉻	1	络	0.9795
钨	1	销	0.9723
杓	0	林	0.9711
桝	2	赦	0.9661
涝	2	淀	0.9740
羰	1	频	0.9629
螯	1	蜜	0.9691
疮	2	洛	0.9580
鄞	0	郵	0.9680
驪	1	體	0.9580
乂	0	义	0.9831
蝮	0	瓊	0.9593
趟	2	趙	0.9756
镧	1	樋	0.9672
卅	0	廾	0.9677
脖	2	膜	0.9655
褪	1	褐	0.9632
匱	0	置	0.9614
帘	0	帮	0.9698
恼	0	悩	0.9683
掙	0	稱	0.9688
莘	1	宰	0.9805
萸	2	英	0.9658
逕	0	逗	0.9632
栢	0	棺	0.9863
灿	0	汕	0.9702
肄	1	铺	0.9593
蜻	2	帯	0.9708
釁	2	覽	0.9669
凧	0	佩	0.9536
喂	2	跟	0.9783
楹	1	榴	0.9734
琊	0	娜	0.9779
痔	2	滑	0.9672
苇	0	韦	0.9695
袂	4	侠	0.9772
譏	1	磯	0.9567
奬	2	獎	0.9896
崴	0	威	0.9639
徭	2	得	0.9620
捺	3	棒	0.9729
烛	1	独	0.9786
皺	2	綾	0.9525
紂	0	純	0.9707
呤	0	吟	0.9818
垩	1	襄	0.9564
芎	0	亨	0.9603
莹	0	宝	0.9733
鉈	1	能	0.9620
鋤	0	釧	0.9605
铬	2	络	0.9772
勐	2	勃	0.9725
叻	1	功	0.9639
昵	1	既	0.9605
檯	0	慎	0.9688
泻	0	湾	0.9755
虢	0	號	0.9634
銑	4	鉄	0.9803
儼	0	衡	0.9581
挠	0	換	0.9702
勺	0	亿	0.9599
椀	2	婉	0.9695
湳	0	滴	0.9752
瑭	1	塘	0.9783
蝗	2	増	0.9679
鈽	0	飾	0.9705
岌	0	奠	0.9588
忱	1	枕	0.9755
煦	0	照	0.9642
謄	0	騰	0.9756
軛	4	駒	0.9555
鄲	0	擲	0.9556
騫	1	駕	0.9650
鱲	1	臘	0.9603
嵊	1	剩	0.9691
沥	1	沉	0.9573
羁	1	覇	0.9645
腌	0	庵	0.9648
膑	3	膜	0.9786
鋂	8	錦	0.9766
鞄	2	跑	0.9630
昀	0	的	0.9719
癲	0	廳	0.9610
芻	0	憑	0.9555
铵	0	较	0.9660
嬅	1	樺	0.9679
瓚	2	贊	0.9787
睞	2	裸	0.9632
矗	1	臺	0.9603
譙	1	誰	0.9669
俩	0	炳	0.9605
燎	1	療	0.9733
萇	2	裏	0.9718
谒	1	喝	0.9743
醯	1	醒	0.9606
潁	1	頗	0.9769
瀆	0	潰	0.9842
琨	0	琵	0.9734
壠	1	擅	0.9672
歿	0	疫	0.9734
氖	4	氧	0.9657
漯	2	漂	0.9743
蠔	0	薇	0.9624
嘻	2	噶	0.9716
巅	2	蘋	0.9685
栞	0	莱	0.9740
檗	0	課	0.9602
滌	0	條	0.9788
凜	2	湿	0.9653
啼	1	蹄	0.9774
嘌	0	聽	0.9623
礪	2	礦	0.9805
鎗	2	鈴	0.9723
饷	1	何	0.9772
髦	1	毫	0.9529
佰	0	伯	0.9770
坳	0	她	0.9735
悚	0	棟	0.9785
